Ă2: Toss Up Answer: 1ă3: Bonus | Short Answer: A horizontal line splits a circle with the equation of x^2 + y^2 = 66, what is the equation of the line?Ă4: Bonus Answer: y = 0ă0: PHYSICSĂ1: Toss Up | Multiple Choice: 	What best describes the relationship between a planet's escape velocity and its radius and mass?
		W) Escape velocity increases as radius increases or mass increases
		X) Escape velocity increases as radius increases or mass decreases
		Y) Escape velocity increases as radius decreases or mass increases
		Z) Escape velocity increases as radius decreases or mass decreasesĂ2: Toss Up Answer: YĂ3: Bonus | Multiple Choice: 	In terms of the permittivity of free space, denoted as ε0[epsilon naught], and the permeability of free space, denoted as µ0[mu naught], which expression is equivalent to the speed of light?
		W) ε0*µ0
		X) 1/(ε0*µ0)
		Y) ε0/µ0
		Z) 1/sqrt(ε0*µ0)Ă4: Bonus Answer: Ză0: MATHEMATICSĂ1: Toss Up | Short Answer: The first 4 terms of an arithmetic sequence are p, 9, 3p-9, and 3p+q. What is the 2010th term of this sequence?Ă2: Toss Up Answer: 8041ă3: Bonus | Short Answer: How many sides are in a Hexacontagon?Ă4: Bonus Answer: 60ă0: EARTH and SPACEĂ1: Toss Up | Multiple Choice: 	Fog forms when the difference between temperature and dew point is:
		W) More than 7.5 degrees Celsius
		X) Between 5 and 7.5 degrees Celsius
		Y) Between 2.5 and 5 degrees Celsius
		Z) Less than 2.5 degrees CelsiusĂ2: Toss Up Answer: ZĂ3: Bonus | Multiple Choice: 	Name how the environmental lapse rate changes going from the troposphere into the stratosphere:
		W) In the troposphere, it is positive; in the tropopause, it is negative; in the startosphere, it is positive
		X) In the troposphere, it is negative; in the tropopause, it it positive; it the stratosphere, it is negative
		Y) In the troposphere, it is positive; in the tropopause, it is zero; in the stratosphere, it is negative
		Z) In the troposphere, it is negative; in the tropopause, it is zero; in the stratosphere, it is positiveĂ4: Bonus Answer: Yă0: BIOLOGYĂ1: Toss Up | Short Answer: Where does the digestion of carbohydrates begin when eating, and which type of enzyme is used?Ă2: Toss Up Answer: The mouth, amylase (prompt on saliva)ă3: Bonus | Short Answer: What is the enzyme that digests proteins in the human stomach?Ă4: Bonus Answer: Pepsină0: PHYSICSĂ1: Toss Up | Short Answer: When measured in meters, visible light has a wavelength with what order of magnitude?Ă2: Toss Up Answer: 10^-7Ă3: Bonus | Multiple Choice: 	The indices of refraction for various materials are typically measured with what type of light?
		W) Red light
		X) Yellow light
		Y) Green Light
		Z) Blue LightĂ4: Bonus Answer: Xă0: BIOLOGYĂ1: Toss Up | Short Answer: What alternative to the Calvin cycle is used by sugarcane and corn?Ă2: Toss Up Answer: the C_4 cycle (prompt on carbon fixation)ă3: Bonus | Short Answer: Plants that use the CAM cycle as their method of carbon fixation have this adaptation because of what type of climate?Ă4: Bonus Answer: Arid or Dryă0: EARTH and SPACEĂ1: Toss Up | Multiple Choice: 	Which of the following renewable energy sources do not involve water
		W) Geothermal energy
		X) Hydroelectric power
		Y) Tidal power
		Z) BiomassĂ2: Toss Up Answer: ZĂ3: Bonus | Multiple Choice: 	Which gas is attributed to be the cause of ozone depletion
		W) Carbon di Oxide
		X) Chlorofluorocarbons
		Y) Nitrogen
		Z) MethaneĂ4: Bonus Answer: Xă0: MATHEMATICSĂ1: Toss Up | Short Answer: What is the sum of the first 100 positive odd integers?Ă2: Toss Up Answer: 10000ă3: Bonus | Short Answer: How many degrees are in an interior angle of a Hexacontagon?Ă4: Bonus Answer: 174ă0: CHEMISTRYĂ1: Toss Up | Short Answer: In what hybridization is the carbon atom in an aldehyde?Ă2: Toss Up Answer: sp2ă3: Bonus | Short Answer: What is the most stable nucleus?Ă4: Bonus Answer: nickel 62ă0: MATHEMATICSĂ1: Toss Up | Short Answer: What is 15 in base 2?Ă2: Toss Up Answer: 1111ă3: Bonus | Short Answer: What is 14 in hexadecimal?Ă4: Bonus Answer: Eă0: PHYSICSĂ1: Toss Up | Short Answer: If the distance between two objects is halved and the mass of one of them is doubled, what happens to the gravitational force between them?Ă2: Toss Up Answer: It is halved (prompt on decreases)Ă3: Bonus | Multiple Choice: 	Which of the following is NOT a factor that affects the force of gravity between them?
		W) The distance between them
		X) The mass of the more massive object
		Y) The density of the less massive object
		Z) The mass of the less massive objectĂ4: Bonus Answer: Yă0: CHEMISTRYĂ1: Toss Up | Multiple Choice: 	Which transition metal has the lowest electronegativity?
		W) gold
		X) scandium
		Y) actinium
		Z) zincĂ2: Toss Up Answer: YĂ3: Bonus | Short Answer: Which functional group is necessary for saponification?Ă4: Bonus Answer: esteră0: PHYSICSĂ1: Toss Up | Short Answer: What specific type of semiconductor is produced by adding
phosphorus to silicon?Ă2: Toss Up Answer: N-Typeă3: Bonus | Short Answer:  How many turns are in the secondary coil of a transformer that has a
primary coil with 20,000 turns and is designed to step down 12,000 volts AC to 120 volts AC?Ă4: Bonus Answer: 200ă0: BIOLOGYĂ1: Toss Up | Short Answer: The name for the process where an amino acid loses its amino group is called what?Ă2: Toss Up Answer: Deaminationă3: Bonus | Short Answer: Which essential amino acid, encoded by the DNA codons GTA, GTG, GTC, and GTT, replaces glutamic acid in the  β-globin of people with sickle-cell anemia?Ă4: Bonus Answer: Valineă0: CHEMISTRYĂ1: Toss Up | Short Answer: Rank the following by conductivity: copper, bronze, silver, goldĂ2: Toss Up Answer: silver copper gold bronze, or 3 1 4 2Ă3: Bonus | Multiple Choice: 	A sophomore is doing a chemistry lab and mixes a sodium salt solution with a nitrate salt solution. A white precipitate forms. What could it be?
		W) silver chloride
		X) iron iodide
		Y) iron nitrate
		Z) potassium chlorateĂ4: Bonus Answer: Wă0: EARTH and SPACEĂ1: Toss Up | Short Answer: What is the name of the underground point at which an earthquake originates?Ă2: Toss Up Answer: hypocenterĂ3: Bonus | Multiple Choice: 	How fast is the East African Rift expanding?
		W) 2 mm per year
		X) 1 cm per year
		Y) 5 cm per year
		Z) 20 cm per yearĂ4: Bonus Answer: Xă0: BIOLOGYĂ1: Toss Up | Short Answer: What is the name of the regions of repetitive DNA sequences at the ends of chromosomes?Ă2: Toss Up Answer: Telomeres?ă3: Bonus | Short Answer: What proteins are DNA strands wrapped around in chromosomes?Ă4: Bonus Answer: Histonesă0: BIOLOGYĂ1: Toss Up | Short Answer: Which group of cells at the top of the heart, also known as the "pacemaker of the  heart", sends an electrical signal that causes the atria to contract?Ă2: Toss Up Answer: The Sinoatrial node (accept SA node)ă3: Bonus | Short Answer: What is the name of the valve that prevents blood from flowing from the left ventricle to the left atrium?Ă4: Bonus Answer: Mitral valveă0: BIOLOGYĂ1: Toss Up | Short Answer: Blood headed toward the lungs exits which chamber of the heart, and through into what blood vessel?Ă2: Toss Up Answer: Exits the Right ventricle into the pulmonary arteryă3: Bonus | Short Answer: how many chambers do the hearts of bony fish and frogs have, respectively?Ă4: Bonus Answer: 2 and 3ă0: EARTH and SPACEĂ1: Toss Up | Multiple Choice: 	The seasons we experience on the Earth are caused by
		W) the change in the Earth's distance from the sun during the year
		X) the precession of the Earth's pole
		Y) the tilt of the Earth's axis with respect to the ecliptic pole
		Z) the change in the Moon's distance from the Earth during the yearĂ2: Toss Up Answer: YĂ3: Bonus | Multiple Choice: 	If we compare two stars of different temperature, the hotter star
		W) will appear redder
		X) emits more energy from each unit area of surface
		Y) will have a brighter apparent magnitude
		Z) will have a brighter absolute magnitudeĂ4: Bonus Answer: Xă0: MATHEMATICSĂ1: Toss Up | Short Answer: What is the sum of coefficients of (1+x^7)^7?Ă2: Toss Up Answer: 128ă3: Bonus | Short Answer: Find x if log[base 5](x) = -2.	Ă4: Bonus Answer: 1/25ă0: CHEMISTRYĂ1: Toss Up | Multiple Choice: 	Which of the following is a weaker oxidizer than oxygen?
		W) ozone
		X) carbon dioxide
		Y) hydrogen peroxide
		Z) dioxygen difluorideĂ2: Toss Up Answer: XĂ3: Bonus | Short Answer: What is the coordination number of the hexagonal close packed crystal structure?Ă4: Bonus Answer: 12ă0: BIOLOGYĂ1: Toss Up | Multiple Choice: 	Which of the following tissues is MOST directly responsible for
the increased diameter of a tree trunk from year to year?
		W)  apical meristem
		X) pericycle
		Y) vascular cambium
		Z) pithĂ2: Toss Up Answer: YĂ3: Bonus | Short Answer:  Name all of the following 3 metabolic processes which directly
require oxygen: glycolysis; alcohol fermentation; electron transport systemĂ4: Bonus Answer: Electron transport system
ă0: EARTH and SPACEĂ1: Toss Up | Short Answer: When the planets of our solar system are listed in order from most moons to least moons, which planet is fourth in the list?Ă2: Toss Up Answer: Neptuneă3: Bonus | Short Answer: Name the Galilean moons.Ă4: Bonus Answer: Io, Ganymede, Callisto, Europaă0: BIOLOGYĂ1: Toss Up | Short Answer: This genetic condition results in developmental delays and a flattened facial profile. It is caused by trisomy of the 21st chromosome in humans.Ă2: Toss Up Answer: Down Syndromeă3: Bonus | Short Answer: What is the name of the genetic condition in which a person has two X chromosomes and one Y chromosome?Ă4: Bonus Answer: Klinefelter syndromeă0: EARTH and SPACEĂ1: Toss Up | Multiple Choice: 	How much of the total mass of the solar system is found in the Sun?
		W) between 60.0% and 60.1%
		X) between 78.5% and 78.6%
		Y) between 98.2% and 98.3%
		Z) between 99.8% and 99.9%Ă2: Toss Up Answer: ZĂ3: Bonus | Multiple Choice: 	What is the temperature at the Sun’s core?
		W) 5 million degrees Celsius
		X) 10 million degrees Celsius
		Y) 15 million degrees Celsius
		Z) 20 million degrees CelsiusĂ4: Bonus Answer: Yă0: BIOLOGYĂ1: Toss Up | Multiple Choice: 	What stimulates root branching in plants?
		W) Gibberellin
		X) Auxin
		Y) Ethylene
		Z) CytokininĂ2: Toss Up Answer: XĂ3: Bonus | Multiple Choice: 	A plant with low levels of gibberellin will have:
		W) high levels of ethylene
		X) decreased levels of lignin
		Y) undeveloped leaves
		Z) decreased growthĂ4: Bonus Answer: Ză0: PHYSICSĂ1: Toss Up | Multiple Choice: 	In a compound gearing arrangement where a 40-tooth gear drives
an 80-tooth gear which is directly connected to a 50-tooth gear that drives a 100-tooth gear, the total reduction is a factor of:
		W) 2
		X) 6
		Y) 4
		Z) 21Ă2: Toss Up Answer: YĂ3: Bonus | Multiple Choice: 	Elastic deformation is BEST described as ... 
		W) the linear portion of a stress/strain curve
		X) 99% elongation
		Y) stregnth of a material
		Z) deformationĂ4: Bonus Answer: Wă0: MATHEMATICSĂ1: Toss Up | Short Answer: The figure represented by the equation [x2/36] + [y2/16] =1 is centered about what x-y coordinate point?Ă2: Toss Up Answer: (0,0)ă3: Bonus | Short Answer: In a right triangle, sin(A) is ⅗, what is tan(A)?Ă4: Bonus Answer: 3/4ă0: CHEMISTRYĂ1: Toss Up | Multiple Choice: 	Which element reacts vigorously with water, producing a purple color?
		W) sodium
		X) chromium
		Y) potassium
		Z) bariumĂ2: Toss Up Answer: YĂ3: Bonus | Multiple Choice: 	Which of the following doesn't dissolve in aqua regia?
		W) lead
		X) gold
		Y) titanium
		Z) zincĂ4: Bonus Answer: Yă0: PHYSICSĂ1: Toss Up | Multiple Choice: 	 The process in which an atom reradiates a photon after interacting
with an incident photon of the same energy is called:
		W) Cooleo Theorem
		X) the Cherenkov effect
		Y) Bragg’s Law
		Z) Thomson scatteringĂ2: Toss Up Answer: ZĂ3: Bonus | Multiple Choice: 	A protanomalous person has decreased sensitivity of the red cones
in his or her eyes. Which of the following color pairs will this person have difficulty distinguishing between:
		W) black and yellow
		X) blue green
		Y) purple blue
		Z) red and yellowĂ4: Bonus Answer: Yă0: MATHEMATICSĂ1: Toss Up | Short Answer: What is the center of a circle with the equation X^2 + Y^2 =69?Ă2: Toss Up Answer: (0,0)ă3: Bonus | Short Answer: What is the area of an ellipse with axis lengths of 5 and 3, in terms of pi?Ă4: Bonus Answer: 15 piă0: PHYSICSĂ1: Toss Up | Multiple Choice: 	e Often some of the strongest spectral lines in cold interstellar gas are
produced by
		W) neutral lithium
		X) ionized iron
		Y) carbon and iron
		Z) calcium and sodiumĂ2: Toss Up Answer: ZĂ3: Bonus | Short Answer: The cosmic background radiation discovered by Penzias and Wilson closely matches the radiation from a black body with what temperature Kelvin, to the nearest whole number?Ă4: Bonus Answer: 3ă0: CHEMISTRYĂ1: Toss Up | Short Answer: What is the flame test result of boric acid?Ă2: Toss Up Answer: greenĂ3: Bonus | Multiple Choice: 	Which of the following metal ions appears green in solution?
		W) nickel two
		X) iron three
		Y) copper two
		Z) silverĂ4: Bonus Answer: Wă0: MATHEMATICSĂ1: Toss Up | Short Answer: What is the volume of a sphere?Ă2: Toss Up Answer: 4/3 pi r^3ă3: Bonus | Short Answer: what is the sum of the 7th row of Pascal’s triangle?Ă4: Bonus Answer: 128ă0: CHEMISTRYĂ1: Toss Up | Short Answer: What is the term for a substance that yields a mechanical response upon application of electricity?Ă2: Toss Up Answer: piezoelectricĂ3: Bonus | Multiple Choice: 	At the yield point of a material, what happens?
		W) the material breaks into two pieces
		X) the material cracks
		Y) the material begins to deform plastically
		Z) the material begins to neck, or narrowĂ4: Bonus Answer: Yă0: BIOLOGYĂ1: Toss Up | Short Answer: Where are short tandem repeats usually located?Ă2: Toss Up Answer: Accept introns OR noncoding DNAă3: Bonus | Short Answer: Why do DNA molecules travel through the gel in gel electrophoresis?Ă4: Bonus Answer: DNA has a negative chargeă0: CHEMISTRYĂ1: Toss Up | Multiple Choice: 	Heating ferrite above 1000 kelvin yields what phase of steel?
		W) cementite
		X) austenite
		Y) martensite
		Z) ceramic steelĂ2: Toss Up Answer: XĂ3: Bonus | Short Answer: Cooling white tin below 13 degrees Celsius turns it into what?Ă4: Bonus Answer: gray tină0: PHYSICSĂ1: Toss Up | Short Answer: How many nodes are there in the first overtone in a standing wave of
a vibrating guitar string?Ă2: Toss Up Answer: 3ă3: Bonus | Short Answer:  If g = 9.8 meters per second squared, to the first decimal place and in
newtons, how many newtons of force are required to keep a 450 kilogram slab of granite moving across a horizontal surface at constant speed if there is a kinetic frictional coefficient of 0.20 between the surface and the slab?Ă4: Bonus Answer: 882 Nă0: BIOLOGYĂ1: Toss Up | Short Answer: Who discovered that DNA has equal amounts of adenine and thymine as well as equal amounts of guanine and cytosine?Ă2: Toss Up Answer: Accept Erwin Chargaff OR Chargaffă3: Bonus | Short Answer: What method was used to obtain Photograph 51, which was used to determine the structure of DNA?Ă4: Bonus Answer: X-ray diffractionă0: PHYSICSĂ1: Toss Up | Multiple Choice: 	If the atomic mass of carbon-12 is exactly 12 atomic mass units,
why is the atomic mass of carbon not exactly 12 when listed on the Periodic Table?
		W) mass deficit
		X) neutrons are not the same mass as protons
		Y) it adds mass of electrons
		Z) the presence in nature of about 1.1% carbon-13Ă2: Toss Up Answer: ZĂ3: Bonus | Short Answer:  If 2500 pounds is applied to a spring with spring constant of 100
pounds per inch on top of a hydraulic piston, how many pounds of force is transferred to the piston:Ă4: Bonus Answer: 2500ă0: BIOLOGYĂ1: Toss Up | Short Answer: Which two scientists proved that DNA replication was semi-conservative?Ă2: Toss Up Answer: Meselson and Stahlă3: Bonus | Short Answer: Meselson and Stahl replaced an element in DNA with an isotope in order to tag the original DNA molecule. Which element did they replace?Ă4: Bonus Answer: Nitrogen ă0: BIOLOGYĂ1: Toss Up | Short Answer: In DNA, to which carbon of the sugar is the nitrogenous base bonded?Ă2: Toss Up Answer: Accept one OR one primeă3: Bonus | Short Answer: On which carbon of the sugar is the hydroxyl group located?Ă4: Bonus Answer: Accept three OR three primeă0: BIOLOGYĂ1: Toss Up | Short Answer: Through what process do cells engulf extracellular particles?Ă2: Toss Up Answer: PhagocytosisĂ3: Bonus | Multiple Choice: 	Which of the following is not a function of the Golgi Body?
		W) separates proteins and lipids according to their destination
		X) modifies certain molecules
		Y) manufacturing ribosomes
		Z) packaging materials into vesicles for transport outside the cellĂ4: Bonus Answer: Yă0: PHYSICSĂ1: Toss Up | Short Answer: If 1000 pounds is applied to a spring with spring constant of 100
pounds per inch on top of a hydraulic piston, how many pounds of force is transferred to the piston?Ă2: Toss Up Answer: 1000ă3: Bonus | Short Answer: If g = 9.8 meters per second squared, to the first decimal place and in
newtons, how many newtons of force are required to keep a 500 kilogram table of granite moving across a horizontal surface at constant speed if there is a kinetic frictional coefficient of 0.10 between the surface and the table?Ă4: Bonus Answer: 490 Nă0: EARTH and SPACEĂ1: Toss Up | Multiple Choice: 	Which of these units is defined as "3.26 light-years"?
		W) Astronomical Unit
		X) Parsec
		Y) Gigasphere
		Z) KilometerĂ2: Toss Up Answer: XĂ3: Bonus | Multiple Choice: 	What are the two neighboring galaxies of the Milky Way known as?
		W) The Keplers
		X) Magellanic Clouds
		Y) Twin Cities
		Z) Petronas GalaxiesĂ4: Bonus Answer: Xă0: PHYSICSĂ1: Toss Up | Multiple Choice: 	Which of the following is NOT true?
		W)  the magnetic field associated with the current on a straight long wire is inversely proportional to the distance from the wire
		X) Kirchhoff’s first rule has to do with the accounting of total charges entering and leaving a junction per unit time
		Y) Y) superconducting quantum interference devices, or SQUID’s, are based on the Josephson Effect
		Z) resistance and voltage are the two most common parameters used to characterize a resistorĂ2: Toss Up Answer: ZĂ3: Bonus | Multiple Choice: 	Which of the following is the strongest spectral line in the visible
region of the hydrogen spectrum
		W) red Balmer line
		X)  orange Lyman line
		Y) green Paschen line
		Z) blue Brackett lineĂ4: Bonus Answer: Wă0: EARTH and SPACEĂ1: Toss Up | Multiple Choice: 	What was the magnitude of the largest earthquake ever?
		W) 9
		X) 9.1
		Y) 9.5
		Z) 9.6Ă2: Toss Up Answer: ZĂ3: Bonus | Multiple Choice: 	How much north does the Earth's magnetic north pole move per year?
		W) 30 miles
		X) 35 miles
		Y) 40 miles
		Z) 45 milesĂ4: Bonus Answer: Yă0: CHEMISTRYĂ1: Toss Up | Multiple Choice: 	Which best describes a sample that is boiling?
		W) Potential energy increases and kinetic energy stays the same
		X) Both potential and kinetic energy increase
		Y) Potential energy stays the same and kinetic energy increases
		Z) Potential energy decreases and kinetic energy increasesĂ2: Toss Up Answer: WĂ3: Bonus | Short Answer: What is the IUPAC name for FeCr2O7?Ă4: Bonus Answer: Iron(II) Dichromateă0: MATHEMATICSĂ1: Toss Up | Short Answer: How many  x intercepts in y = X ^ 2  + 1?Ă2: Toss Up Answer: 0ă3: Bonus | Short Answer: How many degrees are in pi/3 radians?Ă4: Bonus Answer: 60ă0: CHEMISTRYĂ1: Toss Up | Multiple Choice: 	Which of the following is NOT a strong acid?
		W) hydrobromic acid (HBr)
		X) perchloric acid (HClO4)
		Y) hydroiodic acid (HI)
		Z) chloric acid (HClO3)Ă2: Toss Up Answer: YĂ3: Bonus | Short Answer: 33mL of 3M Hydrochloric acid is titrated with sodium hydroxide to form water and sodium chloride. How many mols of 11M sodium hydroxide are needed to balance this reaction?Ă4: Bonus Answer: 9 molsă0: EARTH and SPACEĂ1: Toss Up | Multiple Choice: 	Moonquakes occur due to
		W) Asteriods
		X) Tidal stresses
		Y) Rotation irregularities 
		Z) Moonquakes do not happenĂ2: Toss Up Answer: XĂ3: Bonus | Short Answer: Where did the largest earthquake ever happen?Ă4: Bonus Answer: Alaskaă0: CHEMISTRYĂ1: Toss Up | Multiple Choice: 	Which of the following is NOT a colligative property?
		W) vapor pressure
		X) osmotic pressure
		Y) boiling point elevation
		Z) color fo solutionĂ2: Toss Up Answer: ZĂ3: Bonus | Multiple Choice: 	Which of the following is a type of colloid that is classified as a
sol at room temperature?
		W) gelatin
		X) milk
		Y) whipped cream
		Z) marshmallowĂ4: Bonus Answer: Wă0: BIOLOGYĂ1: Toss Up | Multiple Choice: 	Which of these is an example of an inhibiting hormone?
		W) Somatostatin
		X) ACTH
		Y) ADH
		Z) GH Ă2: Toss Up Answer: WĂ3: Bonus | Short Answer: In the secondary messenger system characteristic of water-soluble hormones, what enzyme is often used to produce ATP? Ă4: Bonus Answer: Adenyl cyclase ă0: CHEMISTRYĂ1: Toss Up | Multiple Choice: 	How many elements are diatomic?
		W) 5
		X) 6
		Y) 7
		Z) 8Ă2: Toss Up Answer: YĂ3: Bonus | Short Answer: Which elements are liquid at room temperature?Ă4: Bonus Answer: Mercury, Bromineă0: PHYSICSĂ1: Toss Up | Multiple Choice: 	What is the wavelength of a 5 Hz wave that travels with a speed of 10 m/s ?
		W) 0.25 m
		X) 0.5 m
		Y) 1 m
		Z) 2 mĂ2: Toss Up Answer: ZĂ3: Bonus | Short Answer: A string, fixed at both ends, supports a standing wave with a total of 4 nodes. If the length of the string is 6 m, what is the wavelength of the wave?Ă4: Bonus Answer: 4 mă0: CHEMISTRYĂ1: Toss Up | Short Answer: What is the net ionic reaction for the reaction between silver nitrate and potassium chloride?Ă2: Toss Up Answer: Ag+ + Cl- — > AgCl
ă3: Bonus | Short Answer: Which of the following compounds are insoluble in water: potassium nitrate, barium chromate, nickel(II) hydroxide, and magnesium chloride?Ă4: Bonus Answer: Barium chromate and nickel(II) hydroxideă0: BIOLOGYĂ1: Toss Up | Multiple Choice: 	Every cell in a puppy's skin, eyes, and leg muscles contains
		W) equal amounts of ATP
		X) identical genetic information
		Y) proteins that are all identical
		Z) organelles for the synthesis of glucoseĂ2: Toss Up Answer: XĂ3: Bonus | Short Answer: Oxygenated blood contains a high percentage ofĂ4: Bonus Answer: Hemoglobină0: PHYSICSĂ1: Toss Up | Multiple Choice: 	A charge of mass m and charge q is moving in a circle of radius r and speed v due to a uniform magnetic field B. If the speed is doubled to 2v, what happens to the period, T ?
		W) T increases by a factor of 2
		X) T increases by a factor of 4 
		Y) T stays the same
		Z) T decreases by a factor of 2Ă2: Toss Up Answer: YĂ3: Bonus | Short Answer: A particle of charge –0.04 C is projected with speed 2 × 104 m/s into a uniform magnetic field, B, of strength 0.5 T. If the particle’s velocity as it enters the field is perpendicular to B, what is the magnitude of the magnetic force on this particle?Ă4: Bonus Answer: 400 Nă0: BIOLOGYĂ1: Toss Up | Multiple Choice: 	Global warming has been linked to a decrease in
		W) the size of polar icecaps
		X) temperature of Earth
		Y) rate of species extinction
		Z) rate of carbon dioxide productionĂ2: Toss Up Answer: WĂ3: Bonus | Multiple Choice: 	Why is a mushroom a heterotroph?
		W) it manufactures its own food
		X) It divides by mitosis
		Y) It tranforms light energy into chemical energy
		Z) It obtains nutrients from the environmentĂ4: Bonus Answer: Ză0: PHYSICSĂ1: Toss Up | Multiple Choice: 	For an ohmic conductor, doubling the voltage without changing the resistance will cause the current to
		W) decrease by a factor of 2
		X) decrease by a factor of 4
		Y) increase by a factor of 4 
		Z) increase by a factor of 2Ă2: Toss Up Answer: ZĂ3: Bonus | Short Answer: If a 60-watt lightbulb operates at a voltage of 120 V, what is the resistance of the bulb?Ă4: Bonus Answer: 240 ohmsă0: BIOLOGYĂ1: Toss Up | Multiple Choice: 	What is the main function of a vacuole in a cell?
		W) storage
		X) coordination
		Y) synthesis of molecules
		Z) release of energyĂ2: Toss Up Answer: WĂ3: Bonus | Multiple Choice: 	If 15% of a DNA sample is made up of thymine, T, what percentage is made up of cytosine, C?
		W) 15%
		X) 35%
		Y) 70%
		Z) 85%Ă4: Bonus Answer: Xă0: MATHEMATICSĂ1: Toss Up | Short Answer: If 3x -y = 12, what is the value of 8^x/2^y ?Ă2: Toss Up Answer: 2^12 or 4096ă3: Bonus | Short Answer: What is the argument of 2 + 2i?Ă4: Bonus Answer: 45ă0: BIOLOGYĂ1: Toss Up | Short Answer: What is climax vegetation?Ă2: Toss Up Answer: The dominant type of vegetation in a biomeă3: Bonus | Short Answer: What is the climax vegetation of the tundra?Ă4: Bonus Answer: Mosses and/or lichens :Dă0: MATHEMATICSĂ1: Toss Up | Short Answer: What is the sum of the coefficients of (x + 1) to the 6th power?Ă2: Toss Up Answer: 64ă3: Bonus | Short Answer: What is the height of a triangle with an area of 64 and a base of 5?Ă4: Bonus Answer: 25.6ă0: BIOLOGYĂ1: Toss Up | Short Answer: The broad climatic zones that Earth's environments are organized into are calledĂ2: Toss Up Answer: BIOMESă3: Bonus | Short Answer: What biome makes up the majority of NY State?Ă4: Bonus Answer: Forest biome :)ă0: MATHEMATICSĂ1: Toss Up | Short Answer: On a blueprint, if 3/4 of an inch represents 1 foot, then 2 inches will represent what distance, in feet, expressed as the most reduced simple fraction?Ă2: Toss Up Answer: 8/3ă3: Bonus | Short Answer: Assuming that the probability of A is 0.3, the probability of B is 0.3, and the probability of A union B is 0.5, providing your answer as decimals to the nearest 10th, what are the probabilities respectively of A intersection B and the complement of the quantity A union B?Ă4: Bonus Answer: 0.1 and 0.5ă0: BIOLOGYĂ1: Toss Up | Short Answer: What plant hormone causes phototropism?Ă2: Toss Up Answer: auxină3: Bonus | Short Answer: What two taxonomic domains are divided based on the presence, or absence, of peptidoglycan? 
Ă4: Bonus Answer: Eubacteria and Archaebacteriaă0: PHYSICSĂ1: Toss Up | Multiple Choice: 	Negative charges are accelerated by electric fields toward points
		W) at lower electric potentials
		X) at higher electric potentials
		Y) where the electric field is weaker
		Z) where the electric field is strongerĂ2: Toss Up Answer: XĂ3: Bonus | Multiple Choice: 	The potential at point A in an electric field is 10V higher than at point B. If a negative charge, q = –2 C, is moved from point A to point B, then the potential energy of this charge will
		W) decrease by 20 J
		X) decrease by 5 J
		Y) increase by 5 J
		Z) increase by 20 JĂ4: Bonus Answer: Ză0: MATHEMATICSĂ1: Toss Up | Short Answer: Giving your answer as up, down, left, or right, the graph of the equation x = 5y - 8y^2 - 1 opens in which directionĂ2: Toss Up Answer: leftă3: Bonus | Short Answer: If chord AB is 8 units from the center of a circle O with a radius of 17, what is the length of chord AB?Ă4: Bonus Answer: 30ă0: EARTH and SPACEĂ1: Toss Up | Multiple Choice: 	How many miles per hour is the Earth moving?
		W) 65,000
		X) 67,000
		Y) 69,000
		Z) 70,000Ă2: Toss Up Answer: XĂ3: Bonus | Short Answer: When magma hardens into rock, which type of rock is it?Ă4: Bonus Answer: Igneous ă0: BIOLOGYĂ1: Toss Up | Short Answer: What is the genus of the common domestic dog?Ă2: Toss Up Answer: Canisă3: Bonus | Short Answer: What family does the Carcharodon carcharias belong to?Ă4: Bonus Answer: Lamnidaeă0: MATHEMATICSĂ1: Toss Up | Multiple Choice: 	Which of the following is an accurate representation of the inverse of f(x) = x^3 - 5?
		W) x^3 - 5
		X) (x - 5)^3
		Y) (x - 5)^(1/3)
		Z) 1/(x-5)^3Ă2: Toss Up Answer: YĂ3: Bonus | Short Answer: The three sides of a triangle are 5cm, 6cm, and 8cm. What is the cosine of the smallest angle in reduced fractional form?Ă4: Bonus Answer: 25/32ă0: BIOLOGYĂ1: Toss Up | Short Answer: What scientist in 1936, building on the discoveries of Szent-Gyorgyi [SENT-GEE-or-gee], postulated the basic reactions of the tricarboxylic acid cycle?Ă2: Toss Up Answer: Krebsă3: Bonus | Short Answer: If a plant that is heterozygous for each of three independently-assorting traits is allowed to self-fertilize, what portion of the offspring would be heterozygous for all three traits?Ă4: Bonus Answer: 1/8ă0: PHYSICSĂ1: Toss Up | Multiple Choice: 	A sphere of charge +Q is fixed in position. A smaller sphere of charge +q is placed near the larger sphere and released from rest. The small sphere will move away from the large sphere with
		W) decreasing velocity and acceleration
		X) decreasing velocity and increasing acceleration.
		Y) increasing velocity and decreasing acceleration.
		Z) increasing velocity and increasing acceleration.Ă2: Toss Up Answer: YĂ3: Bonus | Short Answer: If the distance between two positive point charges is tripled, then the strength of the electrostatic repulsion between them will decrease by a factor ofĂ4: Bonus Answer: 9ă0: BIOLOGYĂ1: Toss Up | Short Answer: What is the main respiratory pigment of skeletal muscle cells?Ă2: Toss Up Answer: MyoglobinĂ3: Bonus | Multiple Choice: 	If a parent organism experiences a mutation, then all subsequent offspring of that individual will:
		W) always carry the mutated gene, but only as a recessive.
		X) Always carry the gene, but never express it phenotypically
		Y) only carry the mutated gene if it is heritable
